controller,trial,seed,object_x_m,object_y_m,object_yaw_rad,set_pose_success,pick_state,place_state,pick_time_s,place_time_s,cycle_time_s,state_success,physics_success,cycle_success,final_box_x_m,final_box_y_m,final_box_z_m,final_xy_error_m,final_z_error_m,status
reference_only_cuda_gazebo_gpu_server,1,200545144,0.26338831019617764,-0.0012518412613436915,-0.2988100121924471,True,WAIT_DELIVERY,COMPLETE,8.621370802997262,9.893731283998932,18.515102086996194,True,True,True,0.28404858142042,-0.018297881682260014,0.1999998260076674,0.02306892095404889,0.0024998260076673773,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,2,941319530,0.26297963015187303,0.0011514768548009126,-0.00646324761815309,True,WAIT_DELIVERY,COMPLETE,13.309328395989724,10.645682094007498,23.95501048999722,True,False,False,0.2202271527733326,0.0002837018985734619,0.19749992191793694,0.04977365576101909,7.808206306525456e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,3,1789815469,0.27482968575468103,-0.0016621654534981628,-0.012748493948986472,True,WAIT_DELIVERY,COMPLETE,8.855576788002509,10.28492300400103,19.14049979200354,True,True,True,0.27949187862884095,0.0012095552346375038,0.1974999747146182,0.009568635418401425,2.5285381816120278e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,4,558160547,0.2726134346700259,0.006693865237126716,-0.07878952657587374,True,WAIT_DELIVERY,COMPLETE,9.634737050000695,10.241188915999373,19.875925966000068,True,True,True,0.2721205324752038,-0.0005884696740264834,0.19749993123758997,0.002200671382929009,6.876241004372119e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,5,1982470409,0.2723464057364722,-0.009037211907968707,0.048750597050816746,True,WAIT_DELIVERY,COMPLETE,8.779414636999718,9.594980774010764,18.374395411010482,True,True,True,0.27548988206840985,-0.013377541064502512,0.19749993527863824,0.01446020089962442,6.472136176993715e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,6,272244289,0.26394995944665617,-0.00923608337378482,0.29132391103369243,True,WAIT_DELIVERY,COMPLETE,10.60940393000783,9.871712940002908,20.481116870010737,True,False,False,0.29543614754672587,0.019678028960883644,0.19999996072496412,0.03215932875238821,0.002499960724964112,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,7,1938575456,0.26436611573038243,-0.0003285728790745207,-0.18762420488370474,True,WAIT_DELIVERY,COMPLETE,8.644182123010978,10.34270852500049,18.986890648011467,True,True,True,0.28637755789674557,-0.0017490554684584504,0.1974999034451924,0.01647068904730452,9.655480762149615e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,8,2106556908,0.27651058707339493,0.004477656213499987,-0.038536308607747205,True,WAIT_DELIVERY,COMPLETE,12.30115048099833,11.32459729500988,23.62574777600821,True,True,True,0.2817304406858571,-0.0006321252557599827,0.1974999380634669,0.011747460194585946,6.19365330967181e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,9,1654575640,0.27314839634781624,0.007488561598880969,-0.25819778491236817,True,WAIT_DELIVERY,FAULT,11.29147488399758,7.193691590000526,18.485166473998106,False,False,False,0.11405474317634075,0.1487227969727731,0.027499980505353936,0.2154933722071325,0.17000001949464608,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,10,1399407241,0.2635587838128116,-0.0016964981156625085,-0.06185035238800882,True,WAIT_DELIVERY,COMPLETE,10.115301512996666,9.881362877000356,19.996664389997022,True,True,True,0.28832977277426086,-0.0009675572488315436,0.1974999778270423,0.018355291797893067,2.2172957719890363e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,11,1728207613,0.2701358234598147,0.005495984318339711,-0.21025889058796138,True,WAIT_DELIVERY,COMPLETE,8.76082907798991,9.426890865011956,18.187719943001866,True,True,True,0.2732821282463153,-0.0012661033566904653,0.1974999673729923,0.0035178663327482453,3.2627007706675926e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,12,184952740,0.27545026869635375,0.0006202315406830562,0.17385185077856952,True,WAIT_DELIVERY,FAULT,9.689049566004542,6.552944130002288,16.24199369600683,False,False,False,0.13229126945581043,-0.02012560686628531,0.02999998167040431,0.13917160098176815,0.1675000183295957,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,13,1348807791,0.27328945135009136,0.0035536328352340756,-0.11527067521397497,True,WAIT_DELIVERY,COMPLETE,10.350742487004027,9.67856942898652,20.029311915990547,True,True,True,0.27592771087163537,-0.0036267436482865585,0.1974998650889548,0.00694917445946573,1.34911045196473e-07,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,14,1241837380,0.2698441753751887,0.00811735905605695,-0.13618867196137358,True,WAIT_DELIVERY,COMPLETE,8.695694679990993,9.356199400004698,18.05189407999569,True,False,False,0.3004129830191936,-0.02696198225966497,0.19999988638332777,0.04064354836251686,0.002499886383327765,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,15,429762200,0.2634651941803186,0.006136550621153954,-0.16228793525880023,True,WAIT_DELIVERY,FAULT,11.414979626992135,6.2310072440013755,17.64598687099351,False,False,False,0.1621146429102064,0.09137074849832318,0.02749995440065413,0.14137844232957195,0.17000004559934587,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,16,577631610,0.27118454649418244,0.002527884709511154,0.2482447118539472,True,WAIT_DELIVERY,COMPLETE,11.757913780995295,13.073930126003688,24.831843906998984,True,True,True,0.25260658615559,-0.0022224216106812825,0.1999999821394017,0.017534822581895062,0.0024999821394016963,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,17,578505262,0.26246489064397055,-0.0021014839915565655,0.27218583716814176,True,WAIT_DELIVERY,COMPLETE,9.680717374998494,9.344760831008898,19.025478206007392,True,False,False,0.2609412253169682,0.1946610420683683,0.027499983604960934,0.19487170830549258,0.1700000163950391,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,18,1173647263,0.277172669654269,-0.0038549043308202706,-0.03394746686729355,True,WAIT_DELIVERY,COMPLETE,8.57311966799898,9.625367125001503,18.198486793000484,True,True,True,0.2783409540393742,0.002438995058893427,0.1974999190330295,0.008690236543630964,8.096697051707125e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,19,710575573,0.2701555772228638,-0.006883222018490098,0.2156546028956124,True,WAIT_DELIVERY,COMPLETE,8.62651122699026,9.200309208012186,17.826820435002446,True,True,True,0.27451763229826315,-0.01982301752334954,0.19749996603623932,0.020331281939743324,3.396376069275675e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,20,1716200756,0.2734665580099349,0.005707082853803188,0.2554008742169123,True,WAIT_DELIVERY,FAULT,12.773277789994609,6.2618848090060055,19.035162599000614,False,False,False,0.1553857713784841,0.012033824212333726,0.027499901430535312,0.11524423772006331,0.17000009856946469,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,21,146332537,0.26063098498944304,-0.004115654280091241,-0.07229829422437267,True,WAIT_DELIVERY,COMPLETE,9.977827705006348,10.314806270995177,20.292633976001525,True,False,False,0.2974154978678649,-0.023774273107241,0.19999994355287531,0.03628809150562465,0.0024999435528753056,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,22,728736387,0.26239884359937543,0.002535471224949926,0.09858702116134954,True,WAIT_DELIVERY,COMPLETE,14.09966148599051,12.456765004011686,26.556426490002195,True,True,True,0.2812204667507793,0.003091233123009034,0.1974999269748654,0.011638496308635879,7.302513460594184e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,23,1804479827,0.2657173851526805,-0.00724112040474395,-0.13359406403016133,True,WAIT_DELIVERY,COMPLETE,8.717236648008111,9.351413031996344,18.068649680004455,True,True,True,0.272367228380487,-0.00031486998671361274,0.19749995173656526,0.002388077325782399,4.826343474872985e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,24,764383426,0.2729715198318935,0.003999507229701266,0.15232889440036523,True,WAIT_DELIVERY,COMPLETE,8.70675475000462,9.258985049003968,17.96573979900859,True,False,False,0.3059509885823197,0.010156358757603191,0.19999996176891607,0.03735806744545581,0.0024999617689160647,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,25,2040483712,0.2650931330892097,-0.005978778070322939,-0.09311325783853114,True,WAIT_DELIVERY,COMPLETE,9.807347089998075,11.9480454930017,21.755392582999775,True,True,True,0.28373231869947874,-0.003594419584992138,0.19749998040730377,0.014194943783510659,1.9592696243186936e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,26,145432813,0.26154761946040384,-0.00973668894687058,0.2548956176468438,True,WAIT_DELIVERY,FAULT,9.630788595008198,6.467456268001115,16.098244863009313,False,False,False,0.2993910022209682,0.026795234704976623,0.20005528984055732,0.03977204564072284,0.0025552898405573066,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,27,242781640,0.2683215697220589,0.006714585362243617,-0.1636132808476284,True,WAIT_DELIVERY,COMPLETE,8.569221216006554,9.651584904990159,18.220806120996713,True,True,True,0.2861465385925511,-0.0005635714738857589,0.1974997433699554,0.01615637092069008,2.566300446038561e-07,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,28,1239252468,0.27281937575441706,-0.0034063557638260526,-0.2750944351070872,True,WAIT_DELIVERY,FAULT,8.565964021996479,6.305046880006557,14.871010902003036,False,False,False,0.2802574118390153,0.12056028955276314,0.027499893253683363,0.1209958590807192,0.17000010674631666,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,29,265321014,0.27954600526368883,-0.004541855207623429,0.010961328781588286,True,WAIT_DELIVERY,COMPLETE,8.35316876199795,9.495760865000193,17.848929626998142,True,True,True,0.2751150086841658,0.002673281907343877,0.19749991541409362,0.005771459953531967,8.458590639026653e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,30,1223384249,0.2680570101757041,0.003836412444059705,-0.020203111540340435,True,WAIT_DELIVERY,FAULT,10.488289322005585,9.479092187990318,19.967381509995903,False,False,False,0.13961552262612623,0.06397658816455855,0.027499979616275674,0.1452346920444139,0.17000002038372433,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,31,1232443151,0.2600517799769891,0.006329986012827341,0.2907756021454015,True,WAIT_DELIVERY,COMPLETE,9.669342713998049,9.43353387300158,19.102876586999628,True,True,True,0.2854126077662864,0.004837266667741237,0.19999994379854755,0.01615387343556436,0.002499943798547538,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,32,2108169966,0.2760198965687687,0.00975501460087747,-0.054502651132830066,True,WAIT_DELIVERY,FAULT,10.625135353999212,6.472819440008607,17.09795479400782,False,False,False,0.14286764964290583,0.027093462800771184,0.02749995283320224,0.12998726950688563,0.17000004716679776,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,33,442123744,0.27384575622465107,-0.007572196445516737,0.07288394964502964,True,WAIT_DELIVERY,FAULT,8.785692268007551,6.4346678239962785,15.22036009200383,False,False,False,0.13444251989617453,-0.0014511238649524065,0.027499974774486468,0.1355652469203316,0.17000002522551355,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,34,65667504,0.262589610265948,0.005697308949788439,-0.07462128331140366,True,WAIT_DELIVERY,FAULT,9.294882225003676,6.635538773989538,15.930420998993213,False,False,False,0.13640737901612662,0.024596439267069534,0.027499805832114425,0.1358380403493789,0.1700001941678856,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,35,1471686604,0.27928669955387847,0.007653696869432352,-0.2582610580999201,True,WAIT_DELIVERY,COMPLETE,11.546001202004845,9.459684027999174,21.00568523000402,True,True,True,0.27937371126966715,-0.004763647906015742,0.197499982569661,0.01051469468598935,1.7430339005475304e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,36,694398885,0.2789353300152965,0.002350409770265514,0.26451525749965205,True,WAIT_DELIVERY,COMPLETE,8.655162473005475,9.258790816995315,17.91395329000079,True,True,True,0.281830836059246,0.0028790725880541326,0.19749991960034674,0.012176113535444729,8.039965326833709e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,37,6483892,0.2782205040841904,0.0026144267163311034,0.08593323999230906,True,WAIT_DELIVERY,COMPLETE,8.61638970200147,9.294126448003226,17.910516150004696,True,False,False,0.30444594597007,-0.032361495579394974,0.1999997983833851,0.04726298329462691,0.002499798383385099,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,38,1655137721,0.2781371134122678,-0.007160223174179144,-0.2738920175813988,True,WAIT_DELIVERY,COMPLETE,9.603300135990139,9.579417244996876,19.182717380987015,True,True,True,0.2783533278498007,-0.004309753608418274,0.19749993461105841,0.009399577774109337,6.538894159469066e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,39,771150146,0.2746286921049821,0.006757447293070875,0.007134275029338,True,WAIT_DELIVERY,COMPLETE,9.049972752996837,9.615170094009954,18.66514284700679,True,True,True,0.2727277733864809,-0.0003503452318196237,0.1974999390409917,0.002750179890380296,6.095900831337708e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,40,1406022956,0.26018484663693237,0.0018839802966054905,-0.15498972912023962,True,WAIT_DELIVERY,COMPLETE,8.5613771740027,9.192217353993328,17.75359452799603,True,False,False,0.28492722970403045,-0.021321074868961728,0.19749979238060253,0.02602710933247793,2.0761939747981906e-07,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,41,1327285179,0.2733734519630504,0.0018452504007582353,-0.1786367255459378,True,WAIT_DELIVERY,COMPLETE,8.982386540010339,9.40521573399019,18.38760227400053,True,True,True,0.28080996663115193,-0.006058601669783328,0.19749997102611927,0.0123920148789339,2.897388073908047e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,42,775933324,0.2777860736435776,0.007406194484233472,-0.12890191645640717,True,WAIT_DELIVERY,COMPLETE,9.42165095898963,9.506167739004013,18.927818697993644,True,False,False,0.2804492737940678,-0.05908513307508699,0.1974997270436277,0.060002002244292904,2.729563723102846e-07,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,43,956452954,0.27534221452036184,-0.003776988062734885,0.2757736261439396,True,WAIT_DELIVERY,FAULT,9.698471886003972,6.244967873004498,15.94343975900847,False,False,False,0.21929082259653127,-0.11468481811590092,0.027499970170131956,0.12539548707674347,0.17000002982986806,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,44,11455300,0.2604935027143331,-0.0006111098329538624,0.2903122002727245,True,WAIT_DELIVERY,COMPLETE,9.553323387008277,9.277186849998543,18.83051023700682,True,True,True,0.2828778176500987,-0.0017847901696733668,0.19749990998984143,0.013000910098102945,9.001015857657002e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,45,1860025549,0.2768380632223545,0.005122396218089629,-0.18789200893397168,True,WAIT_DELIVERY,FAULT,12.35226220000186,6.24094314899412,18.59320534899598,False,False,False,0.1727688411895073,-0.05633255107786564,0.027499928517514458,0.11237105745952379,0.17000007148248555,state=FAULT detail=gripper failed status=6 reached=False stalled=True model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.0000 pending=none
reference_only_cuda_gazebo_gpu_server,46,980714204,0.27420828687823595,2.9425850900972536e-05,0.15004293629395,True,WAIT_DELIVERY,COMPLETE,8.57536107400665,9.459230310996645,18.034591385003296,True,True,True,0.2858180700478011,-0.0014631923751102288,0.19749993219319817,0.015885599515401416,6.78068018400424e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,47,554462899,0.2616008946791683,-0.006341384595835553,0.2741033122700866,True,WAIT_DELIVERY,COMPLETE,8.400489470004686,9.331655303991283,17.73214477399597,True,True,True,0.27788332107443314,0.001983301484296908,0.1974999761516734,0.008128975085471462,2.3848326619058113e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,48,282431343,0.2607280141394098,-0.00015599918158105096,-0.0673830533877654,True,WAIT_DELIVERY,PLACE_REACH,8.504623301996617,20.162931791011943,28.66755509300856,False,True,False,0.2538004862625198,-1.1697486137308922e-05,0.19999989984859912,0.016199517960791086,0.0024998998485991075,state=PLACE_REACH detail=starting place reach model=arm_delivery_residual_v2 grasped=True mode=reference_only ref_stage=2/2 track_error=0.1294 pending=none
reference_only_cuda_gazebo_gpu_server,49,1836438312,0.27950660679681383,0.004764187034246603,0.011917470976934796,True,WAIT_DELIVERY,COMPLETE,10.349965108995093,10.373443272997974,20.723408381993067,True,True,True,0.2859858738591452,0.0002542066587934107,0.19749990374815704,0.015987894922905775,9.625184296813138e-08,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
reference_only_cuda_gazebo_gpu_server,50,2036950285,0.2670829632868711,0.0028224516654878334,0.268221650393688,True,WAIT_DELIVERY,COMPLETE,9.595578334003221,9.43369404799887,19.02927238200209,True,False,False,0.2783665069915034,-0.04781053439905621,0.19999998900932595,0.048537054286001045,0.002499989009325937,state=COMPLETE detail=pick place complete model=arm_delivery_residual_v2 grasped=False mode=reference_only ref_stage=2/2 track_error=0.0018 pending=none
